Date,sku_id,product_name_en,Tags,product_type,SP,Grofers MRP,Deal Share MRP,Amazon MRP,JioMart MRP,Grofers,Grofers : Link,Deal Share,Deal Share Link,AZ Fresh/ More,AZ Fresh/More Link,Jio,Jio Link,Grofers,Grofers : Link,Grofers,Grofers : Link,Grofers,Grofers : Link,Grofers,Grofers : Link,Grofers,Grofers : Link,DealSare,DealShare Link,Grofers,Grofers : link
12-02-2021,CM0010427,Rajdhani Mix Dal 500G,Only for price reference,,,,,90,,,,,,85,https://www.amazon.in/Rajdhani-Pulses-Mix-Dal-500g/dp/B08D6N2HYQ/ref=sr_1_30?dchild=1&keywords=Natural+Mix+Dal+500+gm&qid=1634879828&qsid=259-9051782-1050712&sr=8-30&sres=B07WN5DSVY%2CB08KGN6KCF%2CB077X8MD39%2CB077X9KLBZ%2CB077X8G5DK%2CB077X8G5DJ%2CB07WLRVXPG%2CB077X8CRZG%2CB074N8YFBJ%2CB077X87TTS%2CB085RR392N%2CB08CX6YPVD%2CB08D6BFQQD%2CB077XDK8HT%2CB07RWBWPBV%2CB00L9257S8%2CB074N9HX6Y%2CB073SXCM9K%2CB07VSQ7XS2%2CB01NAIDECL&srpt=LEGUME,,,,,,,,,,,,,,,,
12-02-2021,CM0061573,Victoria Foods Mix Dal 500g,OPP / One in All varient,,,90,205,189,76,90,Grofers Mother's Choice Mix Dal 500 g Price - Buy Grofers Mother's Choice Mix Dal Online | grofers,115,"Buy,Mix,Dal,-,1,kg,Online,-,DealShare",139,https://www.amazon.in/Kitchen-MAHARANI-Mix-Dal-Pack/dp/B08QCQNDD1/ref=sr_1_6?dchild=1&keywords=Victoria+Foods+Mix+Dal+500g&qid=1634880088&qsid=259-9051782-1050712&sr=8-6&sres=B01DS32PIU%2CB08CX6YPVD%2CB08D6BFQQD%2CB08QCQNDD1%2CB079H164JP%2CB00M57WD7E%2CB09FFCVBY2%2CB011L2A3FC%2CB08RHPFTFB%2CB08KGN6KCF,59,Good Life Dal Mix 500 g - JioMart,,,,,,,,,,,54,https://www.dealshare.in/product?dealId=Luc744&deal=Mix+Dal+-+500+gm,,
12-02-2021,CM0018372,3611 Super Mogra Basmati Rice (Broken) 1 kg,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2021,CM0010173,Natural Moong Dhuli Regular Dal 1kg,OPP / One in All varient,,,90,210,175,,77,Grocery delivery in 10 minutes on grofers,111,"Buy,Moong,Dal,Dhuli,-,1,kg,Online,-,DealShare",175,https://www.amazon.in/Tata-Sampann-Moong-Dal-Unpolished/dp/B08GKGHX9K/ref=sr_1_7?dchild=1&keywords=Natural+Moong+Dhuli+Regular+Dal+1kg&qid=1634546142&qsid=259-9051782-1050712&sr=8-7&sres=B08D627SJ2%2CB07MGR61J8%2CB09BL8T2DQ%2CB08GKGHX9K%2CB084L8RHLQ%2CB07H3385X8%2CB07WLRBMT8%2CB00MCLQYGE%2CB07YBZ2NYY%2CB08PV8L3LS%2CB09B4C42DR%2CB095HTLSPM%2CB095HTFCJX%2CB08WKGFQL4%2CB00MCLQX5Q%2CB00M57UX6C%2CB08JKH79JM%2CB08JCQSMGV%2CB00L925GP2%2CB092QP7LNR&srpt=LEGUME,,,112,https://grofers.com/prn/moong-dal-dhuli/prid/438126,112,https://grofers.com/prn/moong-dal-dhuli/prid/438126,112,https://grofers.com/prn/moong-dal-dhuli/prid/438126,112,https://grofers.com/prn/moong-dal-dhuli/prid/438126,OOS,https://grofers.com/prn/moong-dal-dhuli/prid/438126,112,https://www.dealshare.in/product?dealId=Luc754&deal=Moong+Dal+Dhuli+-+1+kg,OOS,https://grofers.com/prn/moong-dal-dhuli/prid/438126
12-02-2021,CM0061366,Victoria Foods Moong Dhuli Dal 1kg,OPP / One in All varient,,,90,210,175,,77,Grocery delivery in 10 minutes on grofers,111,"Buy,Moong,Dal,Dhuli,-,1,kg,Online,-,DealShare",175,https://www.amazon.in/Tata-Sampann-Moong-Dal-Unpolished/dp/B08GKGHX9K/ref=sr_1_7?dchild=1&keywords=Natural+Moong+Dhuli+Regular+Dal+1kg&qid=1634546142&qsid=259-9051782-1050712&sr=8-7&sres=B08D627SJ2%2CB07MGR61J8%2CB09BL8T2DQ%2CB08GKGHX9K%2CB084L8RHLQ%2CB07H3385X8%2CB07WLRBMT8%2CB00MCLQYGE%2CB07YBZ2NYY%2CB08PV8L3LS%2CB09B4C42DR%2CB095HTLSPM%2CB095HTFCJX%2CB08WKGFQL4%2CB00MCLQX5Q%2CB00M57UX6C%2CB08JKH79JM%2CB08JCQSMGV%2CB00L925GP2%2CB092QP7LNR&srpt=LEGUME,,,,,,,,,,,,,112,https://www.dealshare.in/product?dealId=Luc754&deal=Moong+Dal+Dhuli+-+1+kg,,
12-02-2021,CM0010922,Gunjal Silky Parmal Rice 1 Kg,OPP,,,80,,125,,51,Grofers Mother's Choice Parmal Rice 1 kg Price - Buy Grofers Mother's Choice Parmal Rice Online | grofers,,,125,https://www.amazon.in/Natureland-Organics-Parmal-Rice-pack/dp/B07B9WX81D/ref=sr_1_8?dchild=1&keywords=gunjal+silky+parmal+rice+1kg&qid=1634880679&qsid=259-9051782-1050712&sr=8-8&sres=B09FHX9676%2CB0994BKYSP%2CB0941WP51Z%2CB09884R8JR%2CB00L924QIA%2CB07B9WX81D%2CB09172LJM4%2CB09DPWBZWY%2CB0972XXTR7%2CB08GG188CY%2CB00L924RPC%2CB089KQCNVY%2CB08ZJR9RSG%2CB09FHYZ4FC%2CB08VWJCLTW%2CB07V9NFJWC&srpt=CEREAL,,,,,,,,,,,,,,,,
12-02-2021,CM0011119,Rajdhani Mota Poha 500 gm,For price refrence,,,52,52,52,52,47,Rajdhani Mota Thick Poha 500 g Price - Buy Rajdhani Mota Thick Poha Online | grofers,40,"Buy,Rajdhani,Poha,Mota,-,500,gm,Online,-,DealShare",51,https://www.amazon.in/Rajdhani-Poha-Mota-500g/dp/B08CXBD819/ref=sr_1_3?dchild=1&keywords=Rajdhani+Mota+Poha+500+gm&qid=1634880800&qsid=259-9051782-1050712&sr=8-3&sres=B08CXBD819%2CB08KHKKXZD%2CB08CXCZYXJ%2CB07V3CM9L8%2CB081NGDYDZ%2CB08K9CFXLB%2CB00L924EVY%2CB08YMHLYJ6%2CB08DKXYJWV%2CB08CX8B7GF%2CB079GXRN3V%2CB09DX1CL7G%2CB00MCLQI8I%2CB00FWNVHQQ%2CB08JQFG4R3%2CB071G18FF6%2CB077X87TTS%2CB07M67RH7M%2CB079H9STVG%2CB00M70ZQPA&srpt=CEREAL,43,Rajdhani Mota Poha 500 g - JioMart,47,https://grofers.com/prn/rajdhani-mota-thick-poha/prid/31,47,https://grofers.com/prn/rajdhani-mota-thick-poha/prid/31,47,https://grofers.com/prn/rajdhani-mota-thick-poha/prid/31,47,https://grofers.com/prn/rajdhani-mota-thick-poha/prid/31,51,https://grofers.com/prn/rajdhani-mota-thick-poha/prid/31,,,51,https://grofers.com/prn/rajdhani-mota-thick-poha/prid/31
12-02-2021,CM0018256,Kishmish/ Raisins 1Kg,OPP / One in All varient,,,,445,500,475,,,258,"Buy,Indian,Raisins,-,1,kg,Online,-,DealShare",349,https://www.amazon.in/Amazon-Brand-Vedaka-Popular-Raisins/dp/B07GR82XJR/ref=sr_1_1_sspa?dchild=1&keywords=Kishmish%2F+Raisins+1Kg&qid=1634880875&smid=AT95IG9ONZD7S&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzRU1IWk1QQTBLUkcxJmVuY3J5cHRlZElkPUEwOTEzMTc0NEtCSzFNS1UzTjNCJmVuY3J5cHRlZEFkSWQ9QTA5MjYzNzExTTNDOUJBTUlGNVpCJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,395,Tulsi Dry Fruits Premium Raisins 1 kg - JioMart,,,,,,,,,,,,,,
12-02-2021,CM0011059,Kishmish/ Raisins 250 Gm,OPP / One in All varient,,,,120,149,375,,,67,"Buy,Indian,Raisins,-,250,gm,Online,-,DealShare",120,https://www.amazon.in/Delicious-Raisins-Kismiss-Raisin-250grams/dp/B07XD7XR7K/ref=sr_1_17?dchild=1&keywords=Kishmish%2F+Raisins+250+Gm&qid=1634881105&qsid=259-9051782-1050712&sr=8-17&sres=B07B9V9XKD%2CB075Q57C2K%2CB096XTHJ82%2CB075Q57766%2CB075X2XS3F%2CB01LZGVQV4%2CB096SD4PDS%2CB075Q4VS5F%2CB099WTFCT8%2CB01LZH17BR%2CB08MQG4HM1%2CB08DBN6V3C%2CB07XD7XR7K%2CB07GQVNVV8%2CB09JLVDT8H%2CB07G6PDT21%2CB01LPYAB9O%2CB09JL3NFSW%2CB072HTR7VG%2CB08487YGZQ&srpt=FRUIT,199,Nuttz Bites Premium Dried Kishmish 250 g - JioMart,,,,,,,,,,,,,,
12-02-2021,CM0010184,Kishmish/ Raisins 500g,OPP / One in All varient,,,255,225,250,183,163,Grocery delivery in 10 minutes on grofers,115,"Buy,Indian,Raisins,-,500,gm,Online,-,DealShare",199,https://www.amazon.in/Amazon-Brand-Vedaka-Popular-Raisins/dp/B07GR3S1RR/ref=sr_1_2_sspa?dchild=1&keywords=Kishmish%2F+Raisins+1Kg&qid=1634880875&sr=8-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzRU1IWk1QQTBLUkcxJmVuY3J5cHRlZElkPUEwOTEzMTc0NEtCSzFNS1UzTjNCJmVuY3J5cHRlZEFkSWQ9QTA3NTkxNDJWUEQ5SDY1S05DRE0md2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,149,Good Life Yellow Kishmish 500 g - JioMart,,,,,,,,,,,,,,
12-02-2021,CM0010175,Natural Rajma Chitra 1 kg,OPP / One in All varient,,,230,205,192,206,124,Rajma Chitra 1 kg Price - Buy Rajma Chitra Online | grofers,133,https://www.dealshare.in/product?dealId=ncr6287&deal=Rajma+Chitra+White+-+1+kg,163,https://www.amazon.in/NATURAL-Naturals-Rajma-Jammu-1Kg/dp/B09CH4W2F9/ref=sr_1_5?dchild=1&keywords=natural+rajma+chitra+1kg&qid=1634547836&qsid=259-9051782-1050712&sr=8-5&sres=B08FT237KL%2CB08FT83H45%2CB09F5YHX4P%2CB08P7RHSKY%2CB09CH4W2F9%2CB09C8RDTQZ%2CB09GV29Y95%2CB08CXM5WRP%2CB0879FRL7D%2CB08LSJB7M4%2CB08Y8XYVZ4%2CB07JZCW42N%2CB084ZRV68Z%2CB08LVZRZRZ%2CB098M83FBX%2CB08LVXXCQT%2CB08DG2N3ZH%2CB08ZDHGB3L%2CB08L27HRCB%2CB0854J2NXM&srpt=LEGUME,170,Good Life Chitra Rajma 1 kg - JioMart,124,https://grofers.com/prn/rajma-chitra/prid/438128,124,https://grofers.com/prn/rajma-chitra/prid/438128,124,https://grofers.com/prn/rajma-chitra/prid/438128,124,https://grofers.com/prn/rajma-chitra/prid/438128,129,https://grofers.com/prn/rajma-chitra/prid/438128,133,https://www.dealshare.in/product?dealId=Luc835&deal=Rajma+Chitra+White+-+1+kg,122,https://grofers.com/prn/rajma-chitra/prid/438128
12-02-2021,CM0061358,Victoria Foods Rajma Chitra 1kg,OPP / One in All varient,,,230,205,189,206,124,Rajma Chitra 1 kg Price - Buy Rajma Chitra Online | grofers,133,https://www.dealshare.in/product?dealId=ncr6287&deal=Rajma+Chitra+White+-+1+kg,175,https://www.amazon.in/Ronak-Raunak-Chitra-Rajma-Kidney/dp/B084ZRV68Z/ref=sr_1_21?dchild=1&keywords=Victoria+Foods+Rajma+Chitra+1kg&qid=1634881303&qsid=259-9051782-1050712&sr=8-21&sres=B08CXM5WRP%2CB08CXQZ3FP%2CB08D67RMCQ%2CB08CXHWV3J%2CB08D6BFQQD%2CB07H2Z3TWV%2CB0968Q5XP3%2CB077X8CS14%2CB08D5NX4K1%2CB08X1GM7SM%2CB08KTTQ1Q3%2CB08QFJBSNG%2CB08X3Q5LDK%2CB08LVZRZRZ%2CB094FNS826%2CB07VHQDX8R%2CB084ZRV68Z%2CB07V86W8P6%2CB08FT237KL%2CB09FTB2T27&srpt=LEGUME,170,Good Life Chitra Rajma 1 kg - JioMart,,,,,,,,,,,133,https://www.dealshare.in/product?dealId=Luc835&deal=Rajma+Chitra+White+-+1+kg,,
12-02-2021,CM0010993,Taj Mahal Pakka/Sella Chawal 1Kg,OPP,,,,,179,,,,,,139,https://www.amazon.in/Ronak-Raunak-Golden-Sella-Basmati/dp/B084M6B9SS/ref=sr_1_9?dchild=1&keywords=Sella+Chawal+rice&qid=1634881501&qsid=259-9051782-1050712&sr=8-9&sres=B07CPRRRLQ%2CB07K1XN872%2CB08VW6WFSV%2CB07R4981QM%2CB084M6B9SS%2CB09DLDJYQD%2CB098BMSXT2%2CB083QDCRJ3%2CB08CKZ3T97%2CB08VW1MMGK%2CB07Q48D2G2%2CB09778VHRG%2CB08NZZJ7NZ%2CB08VRPP13Y%2CB0977BL4TN%2CB098F9ZPG9%2CB09GFKLHQB%2CB09B42NRKR%2CB09GF3GFRF%2CB098TPYX89&srpt=CEREAL,,,,,,,,,,,,,,,,
12-02-2021,CM0046498,Nature Bright Sooji 500Gm,Only for price reference (Bogo Article is the activated),,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2021,CM0068397,PC Select Sooji 500g,OPP - GZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2021,CM0010915,Rajdhani Select Sooji Coarse Granules 500gm,For price refrence,,,39,39,,39,33,Grocery delivery in 10 minutes on grofers,29,"Buy,Rajdhani,Rawa,Sooji,-,500,gm,Online,-,DealShare",OOS,https://www.amazon.in/Rajdhani-Sooji-500g/dp/B08CX8B7GF/ref=sr_1_11?dchild=1&keywords=Nature+Bright+Sooji+500Gm&qid=1634881614&qsid=259-9051782-1050712&sr=8-11&sres=B08M66B25J%2CB0915BBZCN%2CB09C2G164N%2CB09CD85353%2CB08LKG8182%2CB08KPLC2HS%2CB079GXRN3V%2CB08ML6DPY5%2CB097K8J274%2CB08M49PBN6%2CB08CX8B7GF%2CB07CXL9XTL%2CB09F744CFK%2CB00M70ZWLS&srpt=FLOUR,37,Rajdhani Select Rawa 500 g - JioMart,,,,,,,,,,,,,,
12-02-2021,CM0010543,Tide Plus Double Power Jasmine & Rose Detergent Powder 6Kg - Get 2 kg Free,Okay,,,,725,725,749,,,692,"Buy,Tide,Plus,Detergent,Jasmine,and,Rose,Washing,Powder,-,6,kg,(Free,2,kg),Online,-,DealShare",704,https://www.amazon.in/Tide-Extra-Detergent-Washing-Powder/dp/B079QBSYSX/ref=sr_1_1?dchild=1&keywords=Tide+Plus+Double+Power+Jasmine+%26+Rose+Detergent+Powder+6Kg+-+Get+2+kg+Free&qid=1634548098&qsid=259-9051782-1050712&sr=8-1&sres=B079QBSYSX%2CB079QKYMTY%2CB07ZQDFG9R%2CB079QDSXJ7%2CB00PSL32HE%2CB079QJMVPX%2CB08HXT7HPK%2CB07G3MWKC3%2CB07N6NP5K2%2CB085SFKVVH&srpt=LAUNDRY_DETERGENT,697,Tide Plus Jasmine & Rose Detergent Powder 6 kg (Get Extra 2 kg Free) - JioMart,,,,,,,,,,,,,,
12-02-2021,CM0013816,Surf Excel Easy Wash Blue Detergent 1kg,okay,,,114,114,,,,,,,,https://www.amazon.in/Surf-Excel-Easy-Detergent-Powder/dp/B079GXSVWD/ref=sr_1_3?dchild=1&keywords=Surf+Excel+Easy+Wash+Blue+Detergent+1kg&qid=1634548181&qsid=259-9051782-1050712&sr=8-3&sres=B079GXSVWD%2CB01ITJ6642%2CB00TS8ABHC%2CB00SMP20MG%2CB06XY1PLTR%2CB00U2DUE1A%2CB07KZWYJQN%2CB01N4IOFC5%2CB00U2DUPE6%2CB0991X8YDL%2CB00TS894OI%2CB01JIT49SM%2CB07TS2GKLJ%2CB07TV3V33H%2CB07F8H9PGS%2CB08HSLCJVP%2CB07PXND4T6%2CB07FCT6R91%2CB07PZWWJKK%2CB00U2DUC9O&srpt=LAUNDRY_DETERGENT,124,Surf Excel Easy Wash Detergent Powder 1 kg - JioMart,114,https://grofers.com/prn/surf-excel-easy-wash-detergent-powder/prid/293867,114,https://grofers.com/prn/surf-excel-easy-wash-detergent-powder/prid/293867,114,https://grofers.com/prn/surf-excel-easy-wash-detergent-powder/prid/293867,120,https://grofers.com/prn/surf-excel-easy-wash-detergent-powder/prid/293867,120,https://grofers.com/prn/surf-excel-easy-wash-detergent-powder/prid/293867,,,120,https://grofers.com/prn/surf-excel-easy-wash-detergent-powder/prid/293867
12-02-2021,CM0014347,Colgate Strong Teeth Dental Cream 200 Gm (Pack Of 2) with 1 Free Dental Cream - 100 Gm,Okay,,,,,,231,,,,,,https://www.amazon.in/Colgate-Dental-Cream-Toothpaste-Pack/dp/B019MHLJLA/ref=sr_1_1?dchild=1&keywords=Colgate+Strong+Teeth+Dental+Cream+200+Gm+%28Pack+Of+2%29+with+1+Free+Dental+Cream+-+100+Gm&qid=1634548248&qsid=259-9051782-1050712&sr=8-1&sres=B019MHLJLA%2CB082T1DF99%2CB014AKGLBW%2CB082LDRTD1%2CB082PKH755%2CB07JFW4CY4%2CB00DRDZL24%2CB07J2ZDYY7%2CB08VPQXTXF%2CB01NAZBI08%2CB08VPQXFMX%2CB07SF85Q4K%2CB07BHHLK1G%2CB07JGWDGTY%2CB071D9RYQM%2CB07XC1SJD3%2CB00DRDZPIO%2CB012RILH0O&srpt=TOOTH_CLEANING_AGENT,171,Colgate Strong Teeth Dental Cream Toothpaste (Buy 2 200 g Get 100 g Free) - JioMart,,,,,,,,,,,,,,
12-02-2021,CM0014421,Lifebuoy Silver Shield Soap 4X52g (Pack Of 4),Okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2021,CM0013555,"Harpic Power Plus Toilet Cleaner- 500 ml, Kills 99.9% germs",okay,,,89,,89,89,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237,,,79,https://www.amazon.in/Harpic-Powerplus-Toilet-Cleaner-Original/dp/B00NWFVJ8W/ref=sr_1_1_0o_fs?almBrandId=ctnow&dchild=1&fpw=alm&keywords=Harpic+Power+Plus+Toilet+Cleaner-+500+ml%2C+Kills+99.9%25+germs&qid=1634548373&qsid=259-9051782-1050712&sr=8-1&sres=B00NWFVJ8W%2CB00NWFWCHO%2CB00NWFVP9K%2CB08R3CSW4G%2CB087JYQW4L%2CB07QH1MFWQ%2CB076ZHW38Y%2CB016D3J92M%2CB071HGVPSJ%2CB01HEPFZEY%2CB08LLYYXQ6%2CB01N5UX1JY%2CB089F52YH3%2CB01IJYA26U%2CB07J33GZ7B%2CB01BLGDEHM%2CB07SLC315J%2CB00NWFVDJW%2CB001DYS5C2&srpt=CLEANING_AGENT,85,Harpic Power Plus Original Disinfectant Toilet Cleaner 500 ml - JioMart,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237,,,81,https://grofers.com/prn/harpic-power-plus-orignal-toilet-cleaner/prid/11237
12-02-2021,CM009997,Ghadi Detergent Powder - 3Kg,okay,,,186,,,186,186,https://grofers.com/prn/ghadi-detergent-powder/prid/93619,,,OOS,https://www.amazon.in/Ghadi-Detergent-Powder-3Kg/dp/B07BDNQZQY/ref=sr_1_3?dchild=1&keywords=Ghadi+Detergent+Powder+-+3Kg&qid=1634548421&qsid=259-9051782-1050712&sr=8-3&sres=B08YJGCMYB%2CB0922CMDN6%2CB07BDNQZQY%2CB07BDPZKGB%2CB08HWQHT1F%2CB08W2BSNB1%2CB08KVX9GHY%2CB08SQZVDGM%2CB07ZQDFG9R%2CB079QDSXJ7%2CB084V8RNBC%2CB08W262NB2%2CB08THRCVS6%2CB08DRKZDHT%2CB0153BQ0QI%2CB085SFKVVH%2CB07G3MWKC3%2CB08JCK1HK5%2CB07PXND4T6%2CB09HMVL7WW&srpt=LAUNDRY_DETERGENT,173,Ghadi Detergent Powder 3 kg - JioMart,186,https://grofers.com/prn/ghadi-detergent-powder/prid/93619,186,https://grofers.com/prn/ghadi-detergent-powder/prid/93619,186,https://grofers.com/prn/ghadi-detergent-powder/prid/93619,186,https://grofers.com/prn/ghadi-detergent-powder/prid/93619,180,https://grofers.com/prn/ghadi-detergent-powder/prid/93619,,,180,https://grofers.com/prn/ghadi-detergent-powder/prid/93619
12-02-2021,CM0017266,Nihar Naturals Shanti Amla Badam Hair Oil 500Ml,okay,,,160,,160,165,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089,,,117,https://www.amazon.in/Nihar-Naturals-Shanti-Badam-500ml/dp/B00CBRHYKO/ref=sr_1_1?dchild=1&keywords=Nihar+Naturals+Shanti+Amla+Badam+Hair+Oil+500Ml&qid=1634548541&qsid=259-9051782-1050712&sr=8-1&sres=B00CBRHYKO%2CB01KSZ2QNK%2CB00CBRHXFU%2CB00CBRI64W%2CB008E7Q0G4%2CB08RYVL2J4%2CB013UQ11JE%2CB0832ZWDHR%2CB002ZVD0QI%2CB07WLDJS3L%2CB07S2SKYTH%2CB002ZVG95W%2CB009SOS7ZE%2CB082CXT58C%2CB07HHMY49R%2CB013UPR9IC%2CB073R1Q6DP%2CB015E5HWS8%2CB08G25CJH8%2CB07X3P4SNL&srpt=HAIR_STYLING_AGENT,150,Nihar Naturals Shanti Amla Badam Hair Oil 500 ml - JioMart,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089,,,136,https://grofers.com/prn/nihar-naturals-shanti-amla-and-badam-for-black-silky-and-stronger-hair-amla-oil/prid/216089
12-02-2021,CM0010017,Godrej No.1 Lime & Aloe Vera Soap 4X150 G,okay,,,125,,116,159,115,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997,,,116,https://www.amazon.in/Godrej-No-1-Lime-Aloe-Vera/dp/B01DLU1PIG/ref=sr_1_7?dchild=1&keywords=Godrej+No.1+Lime+%26+Aloe+Vera+Soap+4X150+G&qid=1634548591&qsid=259-9051782-1050712&sr=8-7&sres=B07QHK8GMH%2CB00XVQRLDY%2CB07S5MQR4X%2CB08K95SV28%2CB088TZ3B3N%2CB07YSDQ93T%2CB01DLU1PIG%2CB08D42LKKF%2CB07MQW396Z%2CB00U1CAD5E%2CB08DNWB2WK%2CB08GL46YG5%2CB01D9YW2NG%2CB00U1CA8D6&srpt=SKIN_CLEANING_AGENT,134,Godrej No.1 Lime and Aloe Vera Soap 150 g (Pack of 4) - JioMart,147,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997,147,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997,147,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997,,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997,147,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997,,,147,https://grofers.com/prn/godrej-no.1-lime-aloe-vera-soap-4x150-g-buy-3-get-1-free-brand-offer/prid/365997
12-02-2021,CM001319,"Clinic Plus Strong & Long Health Shampoo, 355 Ml",Okay,,,,206,206,,,,206,https://www.dealshare.in/product?dealId=ncr7192&deal=Clinic+Plus+Strong+%26+Long+Health+Shampoo+-+355+ml,189,https://www.amazon.in/Clinic-Plus-Strong-Health-Shampoo/dp/B093TDWVL2/ref=sr_1_5?dchild=1&keywords=clinic+plus+strong+%26+long+health+shampoo%2C+355ml&qid=1634548685&qsid=259-9051782-1050712&sr=8-5&sres=B093TDWVL2%2CB01DOZZ57A%2CB01C42I56M%2CB08B8S4GQT%2CB0933B5N19%2CB07WRHY6HK%2CB00G4UC1XE%2CB00K811MOO%2CB00CS1GHF6&srpt=SHAMPOO,,,,,,,,,,,,,,,,
12-02-2021,CM0017223,Vim Dishwash Bar 200Gm (Pack Of 3),Okay,,,46,,,,,,,,OOS,https://www.amazon.in/Vim-Dishwash-Bar-200-Pack/dp/B00U77E8M2/ref=sr_1_2_0o_fs?almBrandId=ctnow&dchild=1&fpw=alm&keywords=Vim+Dishwash+Bar+200Gm+%28Pack+Of+3%29&qid=1634548741&qsid=259-9051782-1050712&sr=8-2&sres=B00U77E8M2%2CB08GGD38SW%2CB076QKKZK2%2CB07DC8CZPW%2CB00U77EFKW%2CB08T8BCSKV%2CB00U77EBPQ%2CB08WDRKXT1%2CB07BDQFX95%2CB08T8C8KDX%2CB07NSDXYN1%2CB07K7WQCVB%2CB00U2DVHD4%2CB09BQT1YQN%2CB079GXZJR1&srpt=CLEANING_AGENT,42,Vim Lemon Dishwash Bar 200 g (Pack of 3) - JioMart,43,https://grofers.com/prn/vim-lemon-dishwash-bar-pack-of-3-brand-offer/prid/18546,43,https://grofers.com/prn/vim-lemon-dishwash-bar-pack-of-3-brand-offer/prid/18546,47,https://grofers.com/prn/vim-lemon-dishwash-bar-pack-of-3-brand-offer/prid/18546,,https://grofers.com/prn/vim-lemon-dishwash-bar-pack-of-3-brand-offer/prid/18546,OOS,https://grofers.com/prn/vim-lemon-dishwash-bar-pack-of-3-brand-offer/prid/18546,,,OOS,https://grofers.com/prn/vim-lemon-dishwash-bar-pack-of-3-brand-offer/prid/18546
